编号,期刊,年份,卷,期,题目,作者,作者机构,页数,主题词,分类-Q,分类-G,分类-D,分类-K,分类,duplicate_group,canonical_pid,analysis_included
1557,法学研究,2020,42,4,比例原则位阶秩序的司法适用,蒋红珍[1],[1]上海交通大学凯原法学院,14,比例原则;位阶秩序;司法适用;审查强度;司法与行政,法学理论,法学理论,法学理论,法学理论,法学理论,,1557,yes
1558,法学研究,2020,42,2,比例原则的适用范围与限度,梅扬[1],[1]武汉大学法学院,14,比例原则;人权保障;法益均衡;紧急状态,法学理论,法学理论,法学理论,法学理论,法学理论,,1558,yes
1559,法学研究,2018,40,6,民事实质诉讼法论,陈刚[1],[1]广州大学法学院,17,民事实质诉讼法;民事争讼法律关系;民事诉讼程序法;民法典,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1559,yes
1560,法学研究,2021,43,5,民事裁判援引规章及行政规范性文件的审查义务,汪君[1],[1]中南财经政法大学法学院,15,裁判依据;说理依据;司法审查;民法渊源;民行协作,民商法学,民商法学,民商法学,民商法学,民商法学,,1560,yes
1561,法学研究,2016,38,2,民事证明责任分配之解释基准——以物权法第106条为分析文本,徐涤宇,中南财经政法大学法学院,16,善意取得;证明责任;规范目的;解释基准,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1561,yes
1562,法学研究,2021,43,5,民事诉讼中具体化责任的转移:法理、条件与程度,周翠[1],[1]浙江大学光华法学院,16,主张具体化;附理由的否认;拟制自认;真实陈述;普遍阐明义务,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1562,yes
1563,法学研究,2017,39,2,民事诉讼中的程序异议权研究,占善刚,武汉大学法学院,19,程序异议权;程序利益;瑕疵治愈;程序安定;诉讼经济原则,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1563,yes
1564,法学研究,2021,43,1,民事诉讼撤销原判决之程序违法事由,占善刚,武汉大学环境法研究所;武汉大学法学院,14,程序违法;撤销原判;因果关系;严重违反法定程序,刑法学,刑法学,刑法学,刑法学,刑法学,,1564,yes
1565,法学研究,2024,046,2,民众对司法判决的认同与信赖——基于认知实验的研究,林喜芬[1];陈齐等[2];秦裕林[1],[1]上海交通大学凯原法学院;[2]交通银行安徽省分行财管部,16,司法公信力;司法认同度;司法信赖度;法律认知;实验法学,法学理论,法学理论,法学理论,法学理论,法学理论,,1565,yes
1566,法学研究,2018,40,3,民刑交叉诉讼关系处理的规则与法理,"张卫平[1,2]",[1]天津大学;[2]清华大学法学院,16,民刑交叉;民事诉讼;刑事诉讼;独立审判;先决关系,刑法学,刑法学,刑法学,刑法学,刑法学,,1566,yes
1567,法学研究,2016,38,3,民国时期公务员惩戒委员会体制研究,聂鑫,清华大学法学院,15,公务员惩戒;司法救济委员会制;五权宪法,法律史,法律史,法律史,法律史,法律史,,1567,yes
1568,法学研究,2017,39,2,民法与商法二元格局的演变与形成,施鸿鹏,浙江大学光华法学院,20,民商法;二元格局;企业经营组织;独立性,民商法学,民商法学,民商法学,民商法学,民商法学,,1568,yes
1569,法学研究,2021,43,4,民法典不当得利返还责任体系之展开,陈自强[1],[1]台湾大学法律学院,20,不当得利返还责任;双务契约无效;契约之回复;所受利益不存在;恶意得利人责任,民商法学,民商法学,民商法学,民商法学,民商法学,,1569,yes
1570,法学研究,2016,38,1,民法典与民事诉讼法的连接与统合——从民事诉讼法视角看民法典的编纂,张卫平,清华大学法学院,15,民法典;民事诉讼法;请求权;诉权;诉讼时效;强制执行,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1570,yes
1571,法学研究,2020,42,6,民法典中的动产和权利担保体系,龙俊[1],[1]清华大学法学院,21,民法典;动产担保;权利担保;统一登记;登记对抗,民商法学,民商法学,民商法学,民商法学,民商法学,,1571,yes
1572,法学研究,2024,046,4,民法典体系下动产抵押权善意取得的规范续造,黄家镇[1],[1]西南政法大学民商法学院,18,动产抵押权;善意取得;法律续造;参照适用;动产和权利担保统一登记,民商法学,民商法学,民商法学,民商法学,民商法学,,1572,yes
1573,法学研究,2015,0,6,民法典总则编“法律行为”一章学者建议稿的编写说明,孙宪忠[1],[1]中国社会科学院法学所,12,民法典;民法总则;法律行为;意思自治;负担行为;处分行为,民商法学,民商法学,民商法学,民商法学,民商法学,,1573,yes
1574,法学研究,2022,044,6,民法典所有权保留之担保权构成,纪海龙[1],[1]北京大学法学院,21,所有权保留;取回权;回赎权;担保权保留,民商法学,民商法学,民商法学,民商法学,民商法学,,1574,yes
1575,法学研究,2024,046,4,民法典的精神损害赔偿体系——以功能主义为视角,洪国盛[1],[1]北京大学国际法学院,19,精神损害赔偿;违约精神损害赔偿;人格权;严重精神损害,民商法学,民商法学,民商法学,民商法学,民商法学,,1575,yes
1576,法学研究,2016,38,4,民法典编纂的宪法学透析,林来梵,清华大学法学院教授,20,民法典编纂;民法的宪法化;合宪性解释,民商法学,民商法学,民商法学,民商法学,民商法学,,1576,yes
1577,法学研究,2019,41,1,民法典编纂视野下合同法第402条、第403条的存废,方新军[1],[1]苏州大学王健法学院,22,间接代理;不公开本人的代理;介入权;选择权;合同相对性;名义标准,民商法学,民商法学,民商法学,民商法学,民商法学,,1577,yes
1578,法学研究,2019,41,3,民法合宪性解释的事实条件,李海平[1],[1]吉林大学法学院,17,宪法与民法;宪法适用;合宪性解释;法律解释,民商法学,民商法学,民商法学,民商法学,民商法学,,1578,yes
1579,法学研究,2018,40,6,民法基本原则的意义脉络,易军[1],[1]中国政法大学,19,民法基本原则;个体性价值;社会性价值;科学研究纲领理论,民商法学,民商法学,民商法学,民商法学,民商法学,,1579,yes
1580,法学研究,2016,38,3,民法基本原则：理论反思与法典表达,于飞,中国政法大学民商经济法学院,14,民法总则;基本原则;一般法律思想;概括条款,民商法学,民商法学,民商法学,民商法学,民商法学,,1580,yes
1581,法学研究,2018,40,3,民法总则与公司法的适用关系论,钱玉林[1],[1]华东政法大学经济法学院,15,民法总则;公司法;补充适用;漏洞填补,民商法学,民商法学,民商法学,民商法学,民商法学,,1581,yes
1582,法学研究,2018,40,2,民法总则中非法人组织权利能力之证成,张其鉴[1],[1]北京大学法学院,19,非法人组织；权利能力；主体属性；独立财产责任；法律实证主义,民商法学,民商法学,民商法学,民商法学,民商法学,,1582,yes
1583,法学研究,2018,40,1,民法总则法源条款的缺失与补充,于飞,中国政法大学民商经济法学院,16,民法总则第10条 习惯 补充性法源 民法基本原则,民商法学,民商法学,民商法学,民商法学,民商法学,,1583,yes
1585,法学研究,2016,38,1,治理体系的完善与民法典的时代精神,石佳友,中国人民大学法学院、中国人民大学民商事法律科学研究中心,19,治理;民法典;自由主义;人文主义;开放性;生态主义,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,,1585,yes
1586,法学研究,2020,42,2,法人依瑕疵决议所为行为之效力,徐银波[1],[1]西南政法大学,20,瑕疵决议;决议无效;相对无效;增资纠纷,民商法学,民商法学,民商法学,民商法学,民商法学,,1586,yes
1587,法学研究,2024,046,2,法典化背景下环境法基本制度的法理反思与体系建构,吴凯杰[1],[1]北京大学法学院,20,环境法典;环境法基本制度;环境法体系化;体系融贯,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,,1587,yes
1588,法学研究,2022,044,3,法学研究中裁判文书运用的方法论检讨——以刑事法文献为例的内容分析,何挺[1],[1]北京师范大学刑事法律科学研究院,19,裁判文书;实证研究;内容分析,刑法学,刑法学,刑法学,刑法学,刑法学,,1588,yes
1589,法学研究,2020,42,5,法学研究新范式: 计算法学的内涵、范畴与方法,申卫星[1];刘云[1],[1]清华大学法学院,21,计算法学;交叉学科;法学范式;信息社会,数字法学,法学理论,数字法学,数字法学,数字法学,,1589,yes
1590,法学研究,2020,42,1,法学研究目标受众选择的大数据分析,周翔[1];刘东亮[2],[1]浙江大学光华法学院;[2]西安交通大学法学院,19,法学研究;法学期刊;大数据;目标受众;评价体系,数字法学,法学理论,法学理论,民商法学,民商法学,,1590,yes
1591,法学研究,2019,41,1,法官个体本位抑或法院整体本位——我国法院建构与运行的基本模式选择,顾培东[1],[1]四川大学法学院,20,法院改革;法官个体本位;法院整体本位;法官独立,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1591,yes
1592,法学研究,2021,43,6,法律事实理论视角下的实质性宪法解释,莫纪宏[1],[1]中国社会科学院法学研究所,16,宪法解释;宪法实施;法律解释;实质性宪法解释;宪法解释程序法,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1592,yes
1593,法学研究,2025,000,2,法律保留的中国方案：“本质重要性”标准的引入及应用,李忠夏[1],[1]中国人民大学法学院,16,法律保留;基本权利;法治国;依法律行政;合宪性审查,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,1593,yes
1594,法学研究,2024,046,1,法律关系范式之反思——以民事诉讼法为中心,袁中华[1],[1]中南财经政法大学法学院,19,法律关系范式;权利范式;诉讼标的;民事案由;证明责任,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,1594,yes
1595,法学研究,2017,39,4,法律概念是重要的吗,雷磊,中国政法大学法学,23,法律概念;观念论;法律推理;法理论上的规范主义,法学理论,法学理论,法学理论,法学理论,法学理论,,1595,yes
1596,法学研究,2020,42,6,法律漏洞填补的司法论证,黄泽敏[1],[1]华东师范大学法学院,18,法律漏洞;司法论证;论证型式;裁判规则,法学理论,法学理论,法学理论,法学理论,法学理论,,1596,yes
1597,法学研究,2016,38,2,法律继受中的“制度器物化”批判——以近代中国司法制度设计思路为中心,李启成,北京大学法学院,18,制度器物化;国族自觉;司法权威;法律继受,法律史,法律史,法律史,法律史,法律史,,1597,yes
1598,法学研究,2021,43,5,法律行为内容评判的个案审查比对方法——兼谈民法典格式条款效力规范的解释,李世刚[1],[1]复旦大学法学院,20,法律行为;公序良俗;强制性规定;格式条款,民商法学,民商法学,民商法学,民商法学,民商法学,,1598,yes
1599,法学研究,2024,046,4,法律行为效力瑕疵情形的返还清算,周江洪[1],[1]浙江大学光华法学院,18,法律行为;效力瑕疵;返还清算;折价补偿,法学理论,法学理论,法学理论,法学理论,法学理论,,1599,yes
1600,法学研究,2025,047,1,法律行为汉字术语的日本翻译与中国传播史,"吴奇琦[1,2]",[1]澳门大学法学院;[2]人文社科高等研究院,23,法律行为;法律上的行为;法律事务;准法律行为;事实行为,法学理论,法学理论,法学理论,法学理论,法学理论,,1600,yes
1601,法学研究,2020,42,6,法律规范合宪性解释的方法论构造,刘召成[1],[1]天津大学法学院,18,合宪性解释;目的解释;合宪性判断;合宪性续造,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,1601,yes
1602,法学研究,2021,43,4,法律解释与法律续造的区分标准,陈坤[1],[1]南京大学法学院,18,法律解释;法律续造;文义可能性;立法意图;价值权衡,法学理论,法学理论,法学理论,法学理论,法学理论,,1602,yes
1603,法学研究,2015,0,6,法律选择协议效力的法律适用辩释,沈涓,中国社会科学院国际法研究所,16,法律选择协议;法律适用;意思自治原则;当事人选择的法律;法院地法,法学理论,法学理论,法学理论,法学理论,法学理论,,1603,yes
1604,法学研究,2018,40,5,法教义学与法治:法教义学的治理意义,雷磊[1],[1]中国政法大学法学院,18,法教义学;法治;法的安定性;融贯法律体系,法学理论,法学理论,法学理论,法学理论,法学理论,,1604,yes
1605,法学研究,2024,046,5,法条授权行政立法的规范化,王克稳[1],[1]苏州大学王健法学院,17,法条授权;行政立法;创制性授权立法;法律保留;立法体制,法学理论,法学理论,法学理论,法学理论,法学理论,,1605,yes
1606,法学研究,2016,38,1,法条竞合与想象竞合的区分,张明楷,清华大学法学院,21,法条竞合;想象竞合;法益的同一性;不法的包容性,刑法学,刑法学,刑法学,刑法学,刑法学,,1606,yes
