编号,期刊,年份,题目,作者,作者机构,研究创新性,现状洞察度,理论建构力,逻辑连贯性,学术共识度,前瞻延展性,研究创新性_std,现状洞察度_std,理论建构力_std,逻辑连贯性_std,学术共识度_std,前瞻延展性_std,总分,平均标准差
1602,法学研究,2021,法律解释与法律续造的区分标准,陈坤[1],[1]南京大学法学院,88.2,89.8,82.5,88.5,89.5,74.2,2.4,2.1,4.1,1.0,1.9,1.5,85.46,2.17
1603,法学研究,2015,法律选择协议效力的法律适用辩释,沈涓,中国社会科学院国际法研究所,71.8,83,41.8,85.8,84.2,51.2,21.3,5.7,10.4,2.9,1.5,9.5,69.62,8.55
1604,法学研究,2018,法教义学与法治:法教义学的治理意义,雷磊[1],[1]中国政法大学法学院,50.8,81.8,63,86,88,81,19.7,6.9,16.7,1.4,1.6,2.0,75.08,8.05
1605,法学研究,2024,法条授权行政立法的规范化,王克稳[1],[1]苏州大学王健法学院,67.8,69.8,67,89.8,68,81.2,22.3,26.5,9.3,3.3,34.0,4.8,73.92,16.7
1606,法学研究,2016,法条竞合与想象竞合的区分,张明楷,清华大学法学院,87.8,86,89.8,91.5,88.8,68,2.1,1.8,0.5,1.0,3.0,22.6,85.29,5.17
1607,法学研究,2021,法治化营商环境建设的合规机制——以刑事合规为中心,李本灿,山东大学法学院,56.2,72.5,77.2,85.2,83,81,15.5,4.0,12.4,5.3,2.4,3.6,75.88,7.2
1608,法学研究,2017,法治国的宪法内涵——迈向功能分化社会的宪法观,李忠夏,山东大学法学院,64,63,66.8,86.8,77.8,83.2,23.8,35.5,25.1,4.3,7.5,3.5,73.58,16.62
1609,法学研究,2016,法治如何定量——我国法治评估量化方法评析,周祖成;杨惠琪,西南政法大学行政法学院,45.5,68.8,50,70.2,73.5,74.5,18.7,6.5,4.1,4.8,9.5,3.0,63.75,7.77
1610,法学研究,2015,法治评估模式辨异,钱弘道[1];杜维超[1],[1]浙江大学法学院,70.2,72.5,79.2,91.2,85,72.5,4.8,7.1,6.8,4.3,2.4,8.2,78.46,5.6
1611,法学研究,2020,法理论:历史形成、学科属性及其中国化,雷磊[1],[1]中国政法大学,71.2,79.5,58.2,82.5,83.2,80.8,7.9,8.0,12.5,3.3,4.2,3.0,75.92,6.48
1612,法学研究,2025,法秩序统一性原理之建构,雷磊[1],[1]中国政法大学,65.5,84,78.2,90.5,88.8,57,7.5,4.2,6.9,3.4,1.0,2.4,77.33,4.23
1613,法学研究,2024,注册制度改革背景下基于商标不使用的实体法抗辩,谢晴川[1],[1]武汉大学法学院,80,84.5,80.8,85.2,85,81.2,8.1,1.7,3.9,2.5,0.0,3.0,82.79,3.2
1614,法学研究,2021,"注册商标使用中的""未改变显著特征""",付继存[1],[1]中国政法大学民商经济法学院,80,87.2,88.2,84.5,88.2,76,7.1,1.5,3.3,4.5,2.9,4.9,84.04,4.03
1615,法学研究,2019,注意义务的规范本质与判断标准,陈璇[1],[1]中国人民大学刑事法律科学研究中心,87.2,80.8,87.8,87.8,89.5,71.5,1.5,8.8,3.1,2.1,1.0,4.0,84.08,3.42
1616,法学研究,2022,浙路风潮中的诸权之争,张玲玉[1],[1]对外经济贸易大学法学院,52.8,80.5,41.2,82,82.2,60,18.4,6.0,2.5,7.0,2.1,6.3,66.46,7.05
1617,法学研究,2018,海上保险的最大诚信:制度内涵与立法表达,初北平[1],[1]大连海事大学法学院,58.5,85.2,61.8,84.5,83.5,75.5,19.8,5.3,2.4,4.7,2.4,6.7,74.83,6.88
1618,法学研究,2020,涉外代理关系准据法的确定,林强[1],[1]清华大学法学院,83.8,88.2,85.8,87.2,87.2,78.2,3.5,0.5,2.9,1.5,2.2,2.9,85.08,2.25
1619,法学研究,2017,涉外法律适用的冲突正义——以法律关系本座说为中心,徐鹏,西南政法大学,71,60,71.8,88,83.5,71.5,16.0,40.7,4.7,3.2,4.4,3.4,74.29,12.07
1620,法学研究,2019,涉外知识产权归属的法律适用,阮开欣[1],[1]华东政法大学知识产权学院,82.5,81,85,89.2,87,83.8,5.6,3.8,5.7,3.4,2.4,2.5,84.75,3.9
1621,法学研究,2016,涉诉信访治理的正当性与法治化——1978,2015年实践探索的分析,彭小龙-中国人民大学法学院,83.5,84,76.2,87.2,88.5,77.2,3.0,1.4,7.7,1.5,1.0,3.3,82.79,2.98
1622,法学研究,2020,混合共同担保人相互间无追偿权论,崔建远[1],[1]清华大学法学院,86.2,86.5,75.5,80.8,77,68.8,2.5,1.7,3.3,5.1,26.0,3.0,79.12,6.93
1623,法学研究,2021,清代君臣的法外施仁博弈,蒋铁初,杭州师范大学沈钧儒法学院,43.8,24.2,70.8,88.5,60.8,37.5,10.3,16.7,8.8,7.2,12.6,9.6,54.25,10.87
1624,法学研究,2018,清代州县讼事中的国家与个人——以巴县档案为中心,汪雄涛[1],[1]苏州大学王健法学院,63,86,70,84.8,87.5,47.5,12.4,1.4,10.3,4.7,5.0,15.0,73.12,8.13
1625,法学研究,2019,清代州县词讼积案与上级的监督,邓建鹏[1],[1]中央财经大学法学院,78.2,78,47.5,83.5,79.8,48,5.7,5.4,6.5,4.4,6.2,5.7,69.17,5.65
1626,法学研究,2024,清代的地权习惯与法律介入———国家与市场的互动视角,赖骏楠[1],[1]复旦大学法学院,63,73.8,67.5,84.5,88.5,68.8,12.4,6.8,9.6,1.7,4.7,3.0,74.33,6.37
1627,法学研究,2015,清代讼师贪利形象的多重建构,尤陈俊[1],[1]中国人民大学法学院,79.2,76.8,55,80.8,82.2,58.8,6.8,10.2,17.7,3.4,3.1,7.5,72.12,8.12
1628,法学研究,2018,清律“家人共盗”的法思想源流,谢晶[1],[1]中国政法大学法学院,59.2,82.8,72.5,80,70.2,34.2,11.1,3.6,11.2,8.1,10.4,8.1,66.5,8.75
1629,法学研究,2018,清末《新民丛报》与《民报》论战中的“国民”议题,赖骏楠[1],[1]复旦大学法学院,70.5,75.2,44.2,85,81.8,76.2,23.9,5.3,10.8,4.1,2.9,2.5,72.17,8.25
1630,法学研究,2017,滥用知情权的逻辑及展开,王锡锌,北京大学法学院,76,80.5,71.5,82.2,79,78.2,12.5,4.4,6.0,2.1,4.5,6.2,77.92,5.95
1631,法学研究,2022,版权保护与创作、文化发展的关系,章凯业[1],[1]中国海洋大学法学院,83.2,86.5,60,87,82.8,77.8,4.3,5.7,13.9,1.4,2.2,2.1,79.54,4.93
1632,法学研究,2021,物业服务合同法律构造之中国模式,徐涤宇,中南财经政法大学法学院,74,84.8,73,89,83.8,75.8,19.8,3.8,6.3,4.8,2.1,1.5,80.04,6.38
1633,法学研究,2022,牵连关系的类型——基于刑事立法、司法解释规定的分析,王彦强[1],[1]南京师范大学法学院,68.7,75.8,78.8,85.8,85.8,77,25.3,17.3,3.8,2.9,1.5,4.8,79.04,9.27
1634,法学研究,2025,特别条款优先效力的理论困境及其解决路径——以特别关系的类型区分为视角,邓毅丞[1],[1]华南师范大学法学院,81,84,83,90,86,63.8,10.7,1.4,2.4,2.8,1.4,19.3,81.29,6.33
1635,法学研究,2024,犯罪参与体系中区分制与单一制的融合,黎宏[1],[1]清华大学法学院,76.2,87.2,77.2,86.8,86.2,65.5,10.4,1.5,4.6,3.9,1.3,3.3,79.88,4.17
1636,法学研究,2021,"犯罪故意概念中的""危害社会"":规范判断与归责机能",曾文科[1],[1]中国政法大学刑事司法学院,83.8,81.8,80,87.8,86.5,71.2,2.5,1.3,4.4,5.1,1.7,6.5,81.83,3.58
1637,法学研究,2017,环境侵权因果关系类型化视角下的举证责任,陈伟,南京大学法学院,80,76.2,89.2,89,83.5,76.8,4.4,16.3,3.0,2.0,3.7,5.4,82.46,5.8
1638,法学研究,2019,环境民事公益诉讼性质定位省思,巩固[1],[1]浙江大学光华法学院,71.8,77.2,82,86,88,77.8,26.6,3.6,7.3,1.4,0.0,2.1,80.46,6.83
1639,法学研究,2020,环境法体系中的自然保护地立法,吴凯杰[1],[1]北京大学法学院,65.2,80,61.2,86.2,84.8,77.5,31.6,2.3,19.0,2.9,1.3,5.6,75.83,10.45
1640,法学研究,2018,环境行政处罚规制功能之补强,谭冰霖[1],[1]中南财经政法大学社会科学研究院,82.5,71.5,89.8,86.2,87.8,80.5,4.1,9.1,3.3,3.5,3.4,1.9,83.04,4.22
1641,法学研究,2018,环境责任保险与环境风险控制的法律体系建构,马宁,西北政法大学,64.5,78,60,84,83.5,58.2,19.7,5.7,25.9,1.7,3.7,10.4,70.83,11.18
1642,法学研究,2019,现代监护理念下监护与行为能力关系的重构,彭诚信[1];李贝[1],[1]上海交通大学凯原法学院,81.8,86.2,80.5,85.2,86,78.2,4.7,2.1,6.0,0.5,1.4,3.3,83,3.0
1643,法学研究,2016,生命科技时代民法中人的主体地位构造基础,汪志刚,江西财经大学,46.2,47.3,64.2,78.8,80.2,68.8,11.8,29.3,17.6,7.8,3.3,8.5,65,13.05
1644,法学研究,2022,用户价值与数字税立法的逻辑,张牧君[1],[1]北京大学法学院,75,76.8,84.5,83.5,82.8,80.8,17.6,8.3,5.5,3.7,1.5,3.0,80.78,6.6
1645,法学研究,2024,申请保全错误损害赔偿责任：规范、定性及诉讼实现,占善刚[1],[1]武汉大学环境法研究所,84.2,84.2,83.5,86.8,87.5,70,1.5,7.0,8.3,2.1,2.1,2.3,82.71,3.88
1646,法学研究,2019,电子数据在刑事证据体系中的定位与审查判断规则,,基于网络假货犯罪案件裁判文书的分析-胡铭-浙江大学光华法学院,65,50.8,58.2,79.5,87.5,80.2,14.4,14.1,16.6,1.9,1.7,4.0,70.21,8.78
1647,法学研究,2022,电子数据的技术性鉴真,谢登科[1],[1]吉林大学法学院,78.2,79.2,84,81,81.2,76.5,6.9,3.4,4.2,6.2,5.9,3.0,80.04,4.93
1648,法学研究,2016,电子证据的关联性,刘品新,中国人民大学刑事法律科学研究中心,47,74,83.2,86.8,86.8,76.8,5.4,5.9,3.6,4.3,4.3,4.3,75.75,4.63
1649,法学研究,2018,电子证据真实性的三个层面——以刑事诉讼为例的分析,褚福民[1],[1]证据科学教育部重点实验室(中国政法大学)、司法文明协同创新中心,70.5,50.5,89.8,84,85,77.8,14.2,24.7,5.6,1.8,2.4,2.1,76.25,8.47
1650,法学研究,2016,电子诉讼制度构建的法律基础,王福华,上海财经大学法学院教授,50.2,50.2,68.2,83.2,84.2,69.5,9.9,13.9,8.7,5.7,1.7,7.0,67.62,7.82
1651,法学研究,2015,界定行政处罚行为的功能性考量路径,陈鹏,厦门大学法学院,76.2,82.8,81.8,86.8,83.8,80.5,8.5,2.9,2.9,2.4,8.4,1.9,81.96,4.5
1652,法学研究,2015,疫学因果关系及其证明,陈伟[1],[1]南京大学法学院,56,70.5,83.8,80.8,76,70.8,16.1,7.1,3.5,1.9,5.9,3.4,72.96,6.32
1653,法学研究,2015,监听侦查的法治实践：美国经验与中国路径,曾赟[1],[1]浙江工商大学法学院,57.5,81.2,59.5,80.5,80.2,73.8,12.3,7.5,7.1,4.8,3.9,2.5,72.12,6.35
1654,法学研究,2019,监察过程中的公安协助配合机制,江国华[1];张硕[1],[1]武汉大学法学院,62.2,66,87.5,77.8,81.8,81.2,21.5,9.1,3.8,3.1,2.4,2.5,76.08,7.07
1655,法学研究,2018,直接适用的法与相关制度的体系平衡,张春良[1],[1]西南政法大学,70,78.2,73.8,80.2,84.5,76.8,23.5,2.9,3.5,3.3,1.7,6.2,77.25,6.85
1656,法学研究,2015,省级统管地方法院法官任用改革审思——基于实证考察的分析,左卫民[1],[1]四川大学法学院,38.5,52.5,64.2,78.2,83,75,4.5,21.0,15.8,2.9,4.8,4.8,65.25,8.97
1657,法学研究,2023,真正地理标志保护的实质与我国地理标志统一立法,王笑冰[1],[1]山东大学法学院,56.2,85,72.5,83,85.2,76.8,21.9,5.0,13.6,3.4,3.8,4.3,76.46,8.67
1658,法学研究,2021,知情与行为相分离情形下法人知情归责的认定,萧鑫[1],[1]中国社会科学院法学研究所,82.8,88.5,85.8,87.2,86.8,76,10.0,1.0,5.9,1.5,2.8,1.4,84.5,3.77
1659,法学研究,2022,知识产权国际博弈与中国话语的价值取向,吕炳斌[1],[1]南京大学法学院,51.8,77.2,53,82.5,85,67,11.6,11.6,2.4,2.9,0.8,4.8,69.42,5.68
1660,法学研究,2022,知识产权惩罚性赔偿的类型化适用与风险避免——基于国际知识产权规则的视角,刘银良[1],[1]北京大学法学院,77.5,64,79.8,85.5,84.8,72.5,8.8,13.2,6.0,2.5,4.7,5.0,77.33,6.7
1661,法学研究,2019,知识产权法与反不正当竞争法一般条款的关系,,以图式的认知经济性为分析视角-蒋舸-清华大学法学院,77.2,83.2,87.5,87,89,66.2,21.5,5.7,2.1,2.4,2.0,21.1,81.71,9.13
1662,法学研究,2021,"破产法的指标化进路及其检讨——以世界银行""办理破产""指标为例",高丝敏,清华大学法学院,63.2,83.8,59,84.5,85.8,80.8,30.3,1.5,26.3,3.0,1.5,3.4,76.17,11.0
1663,法学研究,2025,破产程序中的抵销预期保护,朱虎[1],[1]中国人民大学民商事法律科学研究中心,65,86,91.8,90.7,88.2,70.7,34.8,3.2,4.7,2.3,2.9,5.1,83,8.83
1664,法学研究,2015,破产视角下的抵销,许德风[1],[1]北京大学法学院,60,79.3,79.3,87.8,80.7,78,21.8,5.1,9.8,2.1,1.2,0.0,78.05,6.67
1665,法学研究,2018,确认之诉的限缩及其路径,刘哲玮,北京大学法学院,71.7,81,63.3,85.8,86.8,63.2,9.1,7.8,14.0,5.9,4.3,17.0,75.76,9.68
1666,法学研究,2023,社会主义核心价值观融入司法裁判的方法论反思,雷磊[1],[1]中国政法大学,60,65.5,79.8,88.5,87,78.2,26.2,23.7,5.6,4.0,1.4,3.3,77.22,10.7
1667,法学研究,2023,禁止财务资助规则的公司法建构,皮正德[1],[1]清华大学法学院,78,78,76.8,83.8,85.2,76.8,8.0,6.0,7.6,3.9,0.5,4.3,79.91,5.05
1668,法学研究,2018,离婚协议中的“赠与子女财产”条款研究,陆青,浙江大学光华法学院,75.2,80.8,77.5,89.5,86,80.8,17.3,7.9,5.7,3.0,1.4,3.4,81.62,6.45
1669,法学研究,2020,私法中善意认定的规则体系,石一峰[1],[1]浙江大学光华法学院,73.2,81.2,89.5,86,85,50.2,23.6,3.0,1.9,5.4,0.8,2.1,77.54,6.13
1670,法学研究,2015,私法中理性人标准之构建,叶金强[1],[1]南京大学法学院,52,84.2,76.8,82,79.2,57.5,19.3,8.2,11.5,0.0,3.4,6.5,71.96,8.15
1671,法学研究,2020,秦及汉初逃亡犯罪的刑罚适用和处理程序,张传玺[1],[1]中国政法大学法律古籍整理研究所,63,75,82,82.5,84,73.2,21.3,8.5,9.6,4.1,4.2,3.9,76.62,8.6
1672,法学研究,2015,秦汉律所见“质钱”考辨,李力[1],[1]华中科技大学法学院,69.5,85,61.2,80.5,79.5,58.8,16.1,2.4,18.9,3.8,1.9,16.2,72.42,9.88
1673,法学研究,2016,积极刑法立法观在中国的确立,周光权,清华大学法学院教授,61.2,77,50,83.2,80.2,82.8,16.2,1.8,5.8,3.5,5.7,1.5,72.42,5.75
1674,法学研究,2023,积极应对人口老龄化的法治进路,郭春镇[1],[1]厦门大学法学院,32.8,75.2,44.5,85,72.8,70.2,3.2,5.0,11.0,3.5,3.6,3.5,63.42,4.97
1675,法学研究,2025,积极悔罪制度的体系化：平等适用刑法原则消极面向的展开,李本灿[1],[1]武汉大学法学院,83.5,83.5,76.8,85.5,82,77,8.7,4.4,5.7,5.3,6.7,3.5,81.38,5.72
1676,法学研究,2016,积极抗辩事由的证明责任：误解与澄清,李昌盛,西南政法大学诉讼法与司法改革研究中心,83,82,72.5,0,0,72,7.1,5.7,24.7,0,0,0.0,78.14,6.25
1677,法学研究,2018,税收构成要件理论的反思与再造,叶金育[1],[1]中南民族大学法学院,56.2,80.2,92.5,86,84.5,57.8,18.9,2.6,2.5,4.9,1.9,6.8,76.21,6.27
1678,法学研究,2016,税法续造与税收法定主义的实现机制,汤洁茵,中国青年政治学院法学院,74,64.5,64.8,85.5,75.5,75.8,19.4,15.0,20.5,5.3,10.5,2.9,73.33,12.27
1679,法学研究,2023,算法透明层次论,安晋城[1],[1]中国政法大学民商经济法学院,82,71.8,80.2,88.2,84.5,77.5,2.9,7.4,7.9,2.9,1.7,4.1,80.71,4.48
1680,法学研究,2022,类案适用的司法论证,杨知文[1],[1]华东政法大学科学研究院,65.2,81.2,74.5,85.8,76.8,51.5,8.6,4.8,10.5,2.9,8.9,6.0,72.5,6.95
1681,法学研究,2024,精准塑造更高水平对外开放与涉外私法制度创新,张春良[1],[1]西南政法大学,52.5,79,65.2,85.5,86,86.2,11.9,6.6,5.3,5.4,2.9,2.5,75.75,5.77
1682,法学研究,2022,纪检监察机关大数据监督的规范化与制度构建,杨建军[1],[1]西北政法大学法治学院,50,65.5,55,82,85,81,19.6,5.5,2.4,3.3,0.0,6.2,69.75,6.17
1683,法学研究,2020,组织体刑事责任论及其应用,黎宏[1],[1]清华大学法学院,83.2,87.2,82,85,88.2,74.8,5.7,2.2,7.5,6.2,2.4,5.3,83.42,4.88
1684,法学研究,2015,缔约过失与欺诈的制度竞合——以欺诈的“故意”要件为中心,刘勇[1],[1]南京大学法学院,77.8,81.5,63.8,84.2,82.2,81.8,5.1,8.6,22.6,1.5,5.1,4.7,78.54,7.93
1685,法学研究,2016,缔约过程中说明义务的动态体系论,尚连杰,南京大学法学院,77,84,85,86.8,80.5,80,9.6,4.0,2.4,2.1,6.1,1.6,82.21,4.3
1686,法学研究,2023,缺省性公司法规则的构造——基于减少交易成本和代理成本的分析,伍坚[1],[1]华东政法大学研究生院,76,81.8,85.2,85.5,84,80,14.2,2.4,2.5,3.3,4.2,3.4,82.08,5.0
1687,法学研究,2020,网络平台的公共性及其实现——以电商平台的法律规制为视角,刘权[1],[1]中央财经大学法学院,74.5,84.5,77.8,84.8,82.8,71.8,1.7,1.7,5.1,0.5,2.9,1.3,79.33,2.2
1688,法学研究,2023,网络暴力治理的法治化转型及立法体系建构,刘艳红[1],[1]中国政法大学刑事司法学院,37.5,58,51,78.8,82.8,73.8,8.7,16.1,20.2,1.0,7.3,8.5,63.62,10.3
1689,法学研究,2019,网络空间中犯罪帮助行为的类型化——来自司法判决的启发,"邓矜婷[1,2]",[1]中国人民大学刑事法律科学研究中心;[2]中国人民大学未来法治研究院,83.2,85.2,80.5,84.5,89.2,81.2,4.3,2.5,3.0,4.4,3.4,3.0,84,3.43
1690,法学研究,2023,羁押必要性判断中的“一贯表现”证据研究,秦宗文[1],[1]南京大学法学院,71,73.8,76.2,85.8,79.8,77.2,11.5,14.4,10.3,5.7,6.7,2.2,77.29,8.47
1691,法学研究,2018,羁押必要性审查制度试点研究报告,陈卫东[1],[1]中国人民大学法学院,83.8,74,55,80.5,84.5,80.8,8.1,4.9,14.1,3.7,4.5,3.0,76.42,6.38
1692,法学研究,2022,群体诉讼的博弈分析,王福华[1],[1]上海交通大学凯原法学院,46.8,30,68.5,84.8,77.8,62.5,20.5,34.7,20.4,4.7,3.1,5.6,61.71,14.83
1693,法学研究,2023,老龄社会婚姻规则多元论,鲁晓明[1],[1]广东财经大学法治与经济发展研究所,58,55.8,64.8,76,83.8,78.2,13.0,26.2,18.3,4.2,4.2,2.4,69.42,11.38
1694,法学研究,2020,股东会决议无效的公司法解释,"叶林[1,2]",[1]中国人民大学民商事法律科学研究中心;[2]中国人民大学法学院,82.5,85.3,81.2,82.2,85.5,68.2,2.1,0.6,6.4,5.1,5.3,5.3,80.65,4.13
1695,法学研究,2020,股东出资加速到期的理论证成,钱玉林[1],[1]华东政法大学经济法学院,79,85.8,80.8,86.8,85.5,80,19.4,1.7,5.1,1.5,1.7,4.4,82.96,5.63
1696,法学研究,2023,股东溢价出资的会计表达与法律属性,郑彧[1],[1]华东政法大学,82.5,73.5,71.8,86,85,80,5.6,11.3,19.0,1.4,2.4,4.4,79.79,7.35
1697,法学研究,2021,自然人民事权利能力差等论的批判与反思,汪志刚[1],[1]江西财经大学法学院,85.8,77.2,78.8,87.8,87,64.2,8.3,10.4,3.0,2.1,2.4,5.9,80.12,5.35
1698,法学研究,2019,自然资源分出物的自由原始取得,张力[1],[1]西南政法大学民商法学院,69.2,81.2,88,87.5,87.8,82.5,13.6,3.6,2.9,3.3,2.6,3.3,82.71,4.88
1699,法学研究,2015,自然资源国家所有权公权说再论,巩固[1],[1]浙江大学光华法学院,64.5,77.8,79,85.8,79.2,68,27.0,8.6,5.3,2.9,5.6,12.8,75.71,10.37
1700,法学研究,2016,自然资源国家所有权的双重权能结构,叶韫平,上海财经大学法学院,74,84.2,82.8,82.8,84,72.5,11.5,2.9,7.3,3.4,2.3,5.6,80.04,5.5
1701,法学研究,2023,自然资源资产国家所有权委托代理的法律性质,汪志刚[1],[1]江西财经大学法学院,76.2,82,72.8,84.2,87,62.5,12.6,3.6,13.1,2.9,2.4,25.0,77.46,9.93
1702,法学研究,2018,苏俄宪法在中国的传播及其当代意义,韩大元[1],[1]中国人民大学法学院,32,58.2,43.8,82.5,59.8,42.5,4.0,15.6,6.3,3.3,6.7,9.6,53.12,7.58
1703,法学研究,2023,英美在近代中国行使治外法权主体之型化与形替,屈文生[1],[1]华东政法大学,36.2,79.2,78.2,87.5,82.8,52.5,7.5,4.3,12.6,2.1,5.1,10.4,69.42,7.0
1704,法学研究,2022,著作权合同中作者权益保护的规则取舍与续造,熊琦[1],[1]华中科技大学法学院,69.8,79,76.2,86.5,85.5,72,25.4,2.0,3.5,1.7,1.7,4.9,78.17,6.53
1705,法学研究,2015,著作权法与专利法中“惩罚性赔偿”之非惩罚性,蒋舸,清华大学法学院,71.8,78.8,80.5,89.2,86.8,73,21.3,9.5,9.0,3.4,1.5,2.4,80,7.85
1706,法学研究,2021,著作权法中传播权的体系,王迁,华东政法大学,87.5,65,88.8,90.5,88.2,79.2,3.3,7.3,3.0,1.0,2.1,5.6,83.21,3.72
1707,法学研究,2023,著作权法中作品独创性的审美逻辑,王国柱[1],[1]吉林大学法学院,66,77.2,67.7,83.8,84.2,67.5,8.7,3.6,12.5,1.5,6.2,7.5,74.7,6.67
1708,法学研究,2019,著作权法限制音乐专有许可的正当性,王迁[1],[1]华东政法大学,86.8,82.5,79.8,87,86.5,80.5,5.7,3.3,5.7,3.4,2.4,2.5,83.83,3.83
1709,法学研究,2024,董事合规义务：责任限缩与助推型公司法规则的构建,楼秋然[1],[1]对外经济贸易大学法学院,84.2,80.2,82,86,84,72.5,2.9,2.1,8.2,1.4,6.2,5.6,81.5,4.4
1710,法学研究,2024,董事间披露义务的法律构造,袁崇霖[1],[1]清华大学法学院,83.5,85.8,91,89,86.5,65.8,1.7,1.5,4.2,2.0,1.7,20.7,83.58,5.3
1711,法学研究,2023,虚假陈述比例连带责任的认定模式与体系展开,邹学庚[1],[1]中国政法大学民商经济法学院,85.5,90.2,84.2,86.5,89,76.5,3.3,3.5,2.9,3.0,2.0,3.0,85.33,2.95
1712,法学研究,2024,行刑衔接中采信专业性认定之困境及其破解——以事故调查报告为研究对象,张泽涛[1],[1]广州大学法学院,80.5,78.2,55.5,82.8,75.8,66.8,10.2,4.7,11.2,1.5,14.4,1.3,73.25,7.22
