编号,期刊,年份,卷,期,题目,作者,作者机构,页数,原分类,专家分类,分类情形
1711,法学研究,2023,045,4,虚假陈述比例连带责任的认定模式与体系展开,邹学庚[1],[1]中国政法大学民商经济法学院,21,民商法学,,
1712,法学研究,2024,046,1,行刑衔接中采信专业性认定之困境及其破解——以事故调查报告为研究对象,张泽涛[1],[1]广州大学法学院,18,刑法学,,
1713,法学研究,2019,41,3,行政协议诉讼的制度构建,刘飞[1],[1]中国政法大学中欧法学院,16,宪法学与行政法学,,
1714,法学研究,2022,44,1,行政处罚中择一重罚规则的体系化阐释,刘连泰[1],[1]厦门大学法学院,14,宪法学与行政法学,,
1715,法学研究,2024,046,6,行政处罚的预防目的及其规范建构,谭冰霖[1],[1]中南财经政法大学现代行政法研究中心,20,宪法学与行政法学,,
1716,法学研究,2019,41,5,行政复议法的修改与完善以 “实质性解决行政争议”为视角,王万华[1],[1]中国政法大学,19,宪法学与行政法学,,
1717,法学研究,2022,044,6,行政审批改革政策试验机制的法治化图景,卢超[1],[1]中国社会科学院法学研究所,16,宪法学与行政法学,,
1718,法学研究,2019,41,5,行政执法和解的模式及其运用,方世荣[1];白云锋[2],[1]中南财经政法大学法治发展与司法改革研究中心;[2]上海交通大学凯原法学院,16,宪法学与行政法学,,
1719,法学研究,2024,046,4,行政撤诉之再诉禁止效力的构造与限度,黄锴[1],[1]浙江工业大学法学院,18,宪法学与行政法学,,
1720,法学研究,2024,046,3,行政第三人的程序权利及其司法保护,赵宏[1],[1]北京大学法学院,16,法学理论,,
1721,法学研究,2018,40,6,行政行为无效的认定,王贵松[1],[1]中国人民大学法学院,14,宪法学与行政法学,,
1722,法学研究,2017,39,1,行政行为程序瑕疵的指正,杨登峰,南京师范大学法学院,18,宪法学与行政法学,,
1723,法学研究,2016,38,2,行政规范性文件司法审查权的实效性考察,余军;张文,浙江大学光华法学院,20,诉讼法学,,
1724,法学研究,2024,046,6,行政规范性文件直接审查模式的证立与建构,王青斌[1],[1]中国政法大学法治政府研究院,16,宪法学与行政法学,,
1725,法学研究,2015,0,3,行政诉讼司法建议制度的功能衍化,卢超[1],[1]中国社科院法学所宪法行政法研究室,12,宪法学与行政法学,,
1726,法学研究,2020,42,1,行政诉讼给付判决的构造与功能,黄锴[1],[1]浙江工业大学法学院,16,宪法学与行政法学,,
1727,法学研究,2017,39,2,行贿罪之“谋取不正当利益”的法理内涵,车浩,北京大学法学院,17,刑法学,刑法学,
1728,法学研究,2017,39,2,表见代理中的被代理人可归责性,朱虎,中国人民大学民商事法律科学研究中心,17,民商法学,,
1729,法学研究,2024,046,6,被动管理型信托的效力澄清,邹星光[1],[1]清华大学法学院,18,民商法学,,
1730,法学研究,2016,38,2,被害人因受骗而同意的法律效果,付立庆,中国人民大学刑事法律科学研究中心,17,刑法学,,
1731,法学研究,2017,39,2,被误解和被高估的动态体系论,解亘[1];班天可[2],[1]南京大学法学院;[2]复旦大学法学院,17,法学理论,,
1732,法学研究,2019,41,1,被追诉人的权利处分:基础规范与制度构建,郭松[1],[1]四川大学法学院,16,法学理论,,
1733,法学研究,2020,42,5,被追诉人认罪认罚的撤回,汪海燕[1],"[1]中国政法大学刑事司法学院、""2011 计划"" 司法文明协同创新中心",19,刑法学,,
1734,法学研究,2018,40,2,被遗忘权：传统元素、新语境与利益衡量,刘文杰[1],[1]中国传媒大学法律系,18,民商法学,,
1735,法学研究,2020,42,1,裁判文书援引学说的基本原理与规则建构,金枫梁[1],[1]上海大学法学院,19,诉讼法学,,
1736,法学研究,2016,38,6,西周邦国的法秩序构建：以新出金文为中心,王沛,华东政法大学法律古籍整理研究所副教授,16,法律史,,
1737,法学研究,2022,044,3,规划许可诉讼中邻人保护的权利基础与审查构造,赵宏[1],[1]中国政法大学法学院,17,民商法学,,
1738,法学研究,2023,045,1,规制大众传播媒介的回应权：功能延续与制度发展,朱虎[1],[1]中国人民大学民商事法律科学研究中心,18,法学理论,,
1739,法学研究,2019,41,6,规制抽象危险犯的新路径:双层法益与比例原则的融合,蓝学友[1],[1]清华大学法学院,16,刑法学,,
1740,法学研究,2016,38,5,规范说与侵权责任法第79条的适用——与袁中华博士商榷．,吴泽勇,河南大学法学院,18,民商法学,,
1741,法学研究,2022,044,4,警察行政介入民事领域的正当性及类型化调控,陈鹏[1],[1]厦门大学法学院,17,民商法学,,
1742,法学研究,2025,047,3,计算机信息系统作为财产的私法保护,张浩然[1],[1]中国社会科学院法学研究所,20,知识产权法学,民商法学,
1743,法学研究,2018,40,2,认缴制后公司法资本规则的革新,丁勇[1],[1]华东政法大学,20,民商法学,,
1744,法学研究,2019,41,6,认罪认罚从宽中的特殊不起诉,董坤[1],[1]最高人民检察院检察理论研究所,17,刑法学,,
1745,法学研究,2017,39,3,认罪认罚何以从宽：误区与正解——反思效率优先的改革主张,左卫民,四川大学法学院,16,刑法学,,
1746,法学研究,2018,40,1,认罪认罚案件的证明标准,孙长永,西南政法大学诉讼法与司法改革研究中心,21,刑法学,,
1747,法学研究,2020,42,5,认罪认罚案件量刑建议研究,陈卫东[1],[1]中国人民大学刑事法律科学研究中心,17,刑法学,,
1748,法学研究,2023,045,2,许可权抑或禁止权：广播组织权的权能研究,王迁[1],[1]华东政法大学,17,知识产权法学,,
1749,法学研究,2021,43,1,"论""数字人权""不构成第四代人权",刘志强,广州大学人权研究院,15,宪法学与行政法学,,
1750,法学研究,2021,43,1,论刑事综合型证明模式及其对印证模式的超越,向燕,西南政法大学,19,刑法学,,
1751,法学研究,2023,045,2,论刑事远程审判的制度规制,崔永存[1],[1]清华大学法学院,18,民商法学,,
1752,法学研究,2021,43,3,论刑法教义学与实证研究,白建军,北京大学法学院,16,刑法学,,
1753,法学研究,2021,43,6,论区块链证据,"刘品新[1,2]",[1]中国人民大学法学院;[2]中国人民大学刑事法律科学研究中心、未来法治研究院,19,诉讼法学,,
1754,法学研究,2023,045,4,论我国宪法上的议行复合结构,杜强强[1],[1]首都师范大学政法学院,16,宪法学与行政法学,,
1755,法学研究,2023,045,4,论我国诉讼证据审查要素及审查方法的调整改革,龙宗智[1],[1]四川大学法学院,20,诉讼法学,,
1756,法学研究,2025,047,3,论政策对刑事诉讼的作用,孙皓[1],[1]天津大学法学院,16,刑法学,,
1757,法学研究,2024,046,4,论数字法院,贾宇[1],[1]上海市高级人民法院,18,诉讼法学,,
1758,法学研究,2020,42,5,论权利之功能,张恒山[1],[1]天津大学法学院,13,法学理论,,
1759,法学研究,2019,,4,论民事规训关系,,基于福柯权力理论的一种阐释-汪志刚-江西财经大学,,民商法学,,
1760,法学研究,2017,39,6,论海法,司玉琢;李天生,大连海事大学,23,国际法学,,
1761,法学研究,2019,41,6,论清代刑案诸证一致的证据标准——以同治四年郑庆年案为例,王志强[1],[1]复旦大学法学院,18,诉讼法学,,
1762,法学研究,2024,046,2,论罪量的归属,郑超[1],[1]华东师范大学法学院,18,刑法学,,
1763,法学研究,2016,38,3,论行政行为“明显不当”,何海波,清华大学法学院,19,宪法学与行政法学,,
1764,法学研究,2022,044,5,论选择性要素的认识错误,柏浪涛[1],[1]华东师范大学法学院,18,刑法学,,
1765,法学研究,2023,045,2,论防卫人的救助义务——自由分配视角下的正当防卫与先前行为,赵雪爽[1],[1]中国政法大学刑事司法学院,18,刑法学,,
1766,法学研究,2024,046,2,论预防型法治,黄文艺[1],[1]中国人民大学法学院,19,法学理论,,
1767,法学研究,2025,047,1,论驳回公诉制度及其在我国刑事诉讼中的引入,郭烁[1],[1]中国政法大学诉讼法学研究院,18,刑法学,,
1768,法学研究,2025,047,3,证券市场自愿性信息披露的规制,陈洁[1],[1]中国社会科学院法学研究所,18,民商法学,,
1769,法学研究,2021,43,2,证据属性层次论——基于证据规则结构体系的理论反思,郑飞,北京交通大学法学院,15,诉讼法学,,
1770,法学研究,2019,41,5,证据法体系化的法理阐释,吴洪淇[1],[1]中国政法大学证据科学教育部重点实验室,16,诉讼法学,,
1771,法学研究,2020,42,5,证明责任制度本质重述,胡学军[1],[1]华东政法大学法律学院,19,诉讼法学,,
1772,法学研究,2021,43,3,诈骗罪中的处分意识:必要性及判别,袁国何,复旦大学法学院,19,刑法学,,
1773,法学研究,2022,044,2,诉讼外鉴定的类型化及其司法审查,曹志勋[1],[1]北京大学法学院,20,诉讼法学,,
1774,法学研究,2016,38,4,诉讼标的理论的新范式——“相对化”与我国民事审判实务,陈杭平,清华大学法学院副教授,20,诉讼法学,,
1775,法学研究,2022,044,2,"诚信原则修正功能的个案运用———以最高人民法院""华诚案""判决为分析对象",于飞[1],[1]中国政法大学民商经济法学院,18,民商法学,,
1776,法学研究,2015,0,1,诱惑侦查的程序控制,程雷[1],[1]中国人民大学刑事法律科学研究中心,16,诉讼法学,,
1777,法学研究,2023,045,6,调整个性化定价的公私法协动体系构造,冯洁语[1],[1]南京大学法学院,19,民商法学,民商法学,
1778,法学研究,2023,045,3,貌离神合：家庭财产法对传统家观念的呈现,汪洋[1],[1]清华大学法学院,18,民商法学,,
1779,法学研究,2024,046,5,财产犯罪中财产性利益的事实占有：以存款债权为中心,徐凌波[1],[1]南京大学法学院,17,刑法学,,
1780,法学研究,2016,38,1,财政补助社会保险的法学透析：以二元分立为视角,熊伟;张荣芳,武汉大学法学院,17,民商法学,,
1781,法学研究,2024,046,2,货币返还请求权规则的重构,马强[1],[1]上海交通大学凯原法学院,21,民商法学,,
1782,法学研究,2015,0,1,货运代理转委托行为的类型区分及法律效力,方新军,苏州大学王健法学院,22,民商法学,,
1783,法学研究,2022,044,6,贿赂犯罪治理策略的定量研究,赵军[1],[1]北京师范大学刑事法律科学研究院,20,刑法学,,
1784,法学研究,2025,047,3,赓续法脉：中华法的条标立法设置,周东平[1],[1]厦门大学法学院,18,法律史,,
1785,法学研究,2016,38,6,起诉条件前置审理论,段文波,西南政法大学教授,18,诉讼法学,,
1786,法学研究,2023,045,1,超越所有权保留的名实之争——选择性救济路径之证成,庄加园[1],[1]上海交通大学凯原法学院,20,民商法学,,
1787,法学研究,2021,43,3,跨法域合同纠纷中强制性规范的类型及认定规则,陈醇,浙江师范大学法政学院,16,民商法学,民商法学,
1788,法学研究,2017,39,6,路检盘查的实施依据与程序监督,邓子滨,中国社会科学院法学研究所,12,宪法学与行政法学,,
1789,法学研究,2018,40,3,转型期国家认同困境与宪法学的回应,陈明辉[1],[1]中南财经政法大学法学院,18,宪法学与行政法学,,
1790,法学研究,2015,0,6,转基因作物基因污染受害者的请求权,阙占文,江西财经大学法学院,15,环境与资源保护法学,,
1791,法学研究,2024,046,6,过分高于损失：违约金调整的基本标准——以民法典第585条第2款为中心,王利明[1],[1]中国人民大学法学院,18,民商法学,,
1792,法学研究,2019,41,2,迈向公私合作型行政法,章志远[1],[1]华东政法大学,17,宪法学与行政法学,,
1793,法学研究,2018,40,4,迈向大数据法律研究,左卫民[1],[1]四川大学法学院,12,民商法学,,
1794,法学研究,2024,,1,迈向自主法学知识体系的比较法研究范式——以2003,2022年的比较法论文为样本,宋亚辉-南京大学法学院,,法学理论,,
1795,法学研究,2020,42,5,近代中国刑事上诉制度的生成及展开,胡震[1],[1]中国农业大学人文与发展学院,15,诉讼法学,,
1796,法学研究,2018,40,3,近代中国法学学术团体考证,王灏[1],[1]中国法学杂志社,21,法律史,,
1797,法学研究,2023,045,4,近代中国统一法律适用的实践,聂鑫[1],[1]清华大学法学院,17,法律史,,
1798,法学研究,2022,044,2,返还原物请求权如何适用诉讼时效———民法典第196条第2项的解释论,孙鹏[1],[1]西南政法大学民商法学院,21,民商法学,,
1799,法学研究,2021,43,4,违约获益交出责任的正当性与独立性,吴国喆[1];长文昕娉[1],[1]西安交通大学法学院,19,民商法学,,
1800,法学研究,2015,0,3,违约金担保功能的异化与回归——以对违约金类型的考察为中心,韩强[1],[1]华东政法大学,15,民商法学,,
1801,法学研究,2015,0,4,违约金的类型构造,姚明斌[1],[1]华东政法大学,17,民商法学,,
1802,法学研究,2025,000,2,违规合同的效力评价：路径与方法,蔡睿[1],[1]中国社会科学院法学研究所,19,民商法学,,
1803,法学研究,2023,045,2,连带债务发生明定主义之反思,张定军[1],[1]华中科技大学法学院,18,民商法学,,
1804,法学研究,2017,,5,追求裁判的社会效果：1983,2012,宋亚辉-南京大学法学院,,法学理论,,
